#Identifier,Cytoplasmic effector,Apoplastic effector,Non-effector,Prediction
FOXG_22600 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=131,-,Y (0.608),-,Apoplastic effector
FOXG_13226 | Fusarium oxysporum f. sp. lycopersici 4287 | phospholipase C | protein | length=498,-,-,Y (0.711),Non-effector
FOXG_18438 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=768,-,-,Y (0.979),Non-effector
FOXG_17504 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=312,-,-,Y (0.52),Non-effector
FOXG_18260 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=498,-,-,Y (0.924),Non-effector
FOXG_00607 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=446,-,-,Y (0.535),Non-effector
FOXG_02393 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=232,-,Y (0.54),-,Apoplastic effector
FOXG_13844 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=318,-,-,Y (0.816),Non-effector
FOXG_02088 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=667,-,-,Y (0.934),Non-effector
FOXG_22386 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=441,-,-,Y (0.779),Non-effector
FOXG_11488 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=452,-,Y (0.801),-,Apoplastic effector
FOXG_17414 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=544,-,-,Y (0.861),Non-effector
FOXG_15662 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=233,-,Y (0.651),-,Apoplastic effector
FOXG_02846 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=413,-,-,Y (0.878),Non-effector
FOXG_13119 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=275,-,-,Y (0.679),Non-effector
FOXG_04770 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=151,-,Y (0.806),-,Apoplastic effector
FOXG_13123 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=196,-,Y (0.572),-,Apoplastic effector
FOXG_15326 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=121,Y (0.56),Y (0.905),-,Apoplastic/cytoplasmic effector
FOXG_11542 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=268,-,-,Y (0.692),Non-effector
FOXG_14012 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=495,-,-,Y (0.851),Non-effector
FOXG_02146 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1116,-,-,Y (0.959),Non-effector
FOXG_12871 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=275,Y (0.764),-,-,Cytoplasmic effector
FOXG_13331 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=548,-,-,Y (0.544),Non-effector
FOXG_03771 | Fusarium oxysporum f. sp. lycopersici 4287 | endoglucanase | protein | length=372,-,-,Y (0.596),Non-effector
FOXG_05886 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=202,-,-,Y (0.557),Non-effector
FOXG_13800 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=850,-,-,Y (0.7),Non-effector
FOXG_12718 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=280,-,Y (0.616),-,Apoplastic effector
FOXG_14177 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=240,-,Y (0.67),-,Apoplastic effector
FOXG_04534 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=253,-,Y (0.801),-,Apoplastic effector
FOXG_03728 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1464,-,-,Y (0.921),Non-effector
FOXG_02535 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=372,-,-,Y (0.738),Non-effector
FOXG_13463 | Fusarium oxysporum f. sp. lycopersici 4287 | subtilisin | protein | length=415,Y (0.558),-,-,Cytoplasmic effector
FOXG_04458 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=488,-,-,Y (0.975),Non-effector
FOXG_13740 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=142,-,-,Y (0.794),Non-effector
FOXG_13494 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=401,-,-,Y (0.709),Non-effector
FOXG_15223 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=538,-,-,Y (0.893),Non-effector
FOXG_02689 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=651,-,-,Y (0.895),Non-effector
FOXG_03895 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=304,Y (0.613),-,-,Cytoplasmic effector
FOXG_01620 | Fusarium oxysporum f. sp. lycopersici 4287 | protein disulfide-isomerase erp38 | protein | length=372,Y (0.717),-,-,Cytoplasmic effector
FOXG_13216 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=259,-,-,Y (0.599),Non-effector
FOXG_02511 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=400,Y (0.661),-,-,Cytoplasmic effector
FOXG_19613 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=72,-,Y (0.667),-,Apoplastic effector
FOXG_13095 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=902,-,-,Y (0.934),Non-effector
FOXG_10929 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=766,-,-,Y (0.886),Non-effector
FOXG_10746 | Fusarium oxysporum f. sp. lycopersici 4287 | acid phosphatase | protein | length=653,-,-,Y (0.649),Non-effector
FOXG_02468 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=376,-,-,Y (0.635),Non-effector
FOXG_06257 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=845,-,-,Y (0.907),Non-effector
FOXG_11136 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=356,-,-,Y (0.598),Non-effector
FOXG_14781 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=385,-,-,Y (0.93),Non-effector
FOXG_07642 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=89,-,-,Y (0.605),Non-effector
FOXG_10325 | Fusarium oxysporum f. sp. lycopersici 4287 | murein transglycosylase | protein | length=479,-,Y (0.517),-,Apoplastic effector
FOXG_00008 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=234,-,Y (0.792),-,Apoplastic effector
FOXG_02921 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=430,-,-,Y (0.861),Non-effector
FOXG_17620 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=412,-,Y (0.645),-,Apoplastic effector
FOXG_17442 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=294,Y (0.54),Y (0.696),-,Apoplastic/cytoplasmic effector
FOXG_02733 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=467,-,-,Y (0.828),Non-effector
FOXG_04565 | Fusarium oxysporum f. sp. lycopersici 4287 | leucyl aminopeptidase | protein | length=367,-,-,Y (0.806),Non-effector
FOXG_07742 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=487,-,-,Y (0.687),Non-effector
FOXG_00667 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=364,-,Y (0.505),-,Apoplastic effector
FOXG_10138 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=261,-,Y (0.777),-,Apoplastic effector
FOXG_15097 | Fusarium oxysporum f. sp. lycopersici 4287 | inulinase | protein | length=522,-,-,Y (0.86),Non-effector
FOXG_08955 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=288,-,-,Y (0.935),Non-effector
FOXG_06062 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=442,-,-,Y (0.828),Non-effector
FOXG_18882 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=97,-,Y (0.712),-,Apoplastic effector
FOXG_01295 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=318,-,-,Y (0.789),Non-effector
FOXG_06890 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=223,-,Y (0.741),-,Apoplastic effector
FOXG_05950 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=429,-,-,Y (0.647),Non-effector
FOXG_20951 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=389,-,-,Y (0.758),Non-effector
FOXG_05727 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=296,-,Y (0.564),-,Apoplastic effector
FOXG_09565 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=118,Y (0.95),Y (0.55),-,Cytoplasmic/apoplastic effector
FOXG_05089 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=248,-,Y (0.671),-,Apoplastic effector
FOXG_02564 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=115,Y (0.556),Y (0.544),-,Cytoplasmic/apoplastic effector
FOXG_04852 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=213,-,Y (0.83),-,Apoplastic effector
FOXG_17323 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=641,-,-,Y (0.934),Non-effector
FOXG_08810 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=274,-,Y (0.526),-,Apoplastic effector
FOXG_03654 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=287,Y (0.647),-,-,Cytoplasmic effector
FOXG_12212 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=168,-,Y (0.565),-,Apoplastic effector
FOXG_09717 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=452,-,-,Y (0.659),Non-effector
FOXG_06476 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=567,-,-,Y (0.947),Non-effector
FOXG_14912 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=240,-,Y (0.642),-,Apoplastic effector
FOXG_17580 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=504,-,-,Y (0.88),Non-effector
FOXG_15119 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=536,-,-,Y (0.958),Non-effector
FOXG_10865 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=299,-,-,Y (0.721),Non-effector
FOXG_09844 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=607,-,-,Y (0.951),Non-effector
FOXG_16980 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=338,-,-,Y (0.769),Non-effector
FOXG_09259 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=586,-,-,Y (0.986),Non-effector
FOXG_00751 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=509,-,-,Y (0.865),Non-effector
FOXG_17334 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=469,-,-,Y (0.747),Non-effector
FOXG_09229 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1213,-,-,Y (0.933),Non-effector
FOXG_08535 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=618,Y (0.605),-,-,Cytoplasmic effector
FOXG_02049 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=522,-,-,Y (0.618),Non-effector
FOXG_13275 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=134,-,Y (0.943),-,Apoplastic effector
FOXG_09800 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=727,-,Y (0.534),-,Apoplastic effector
FOXG_12168 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=264,Y (0.521),-,-,Cytoplasmic effector
FOXG_09570 | Fusarium oxysporum f. sp. lycopersici 4287 | sialidase-1 | protein | length=679,-,-,Y (0.858),Non-effector
FOXG_06094 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=397,-,-,Y (0.65),Non-effector
FOXG_09504 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=298,-,-,Y (0.677),Non-effector
FOXG_13083 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=446,-,-,Y (0.623),Non-effector
FOXG_09956 | Fusarium oxysporum f. sp. lycopersici 4287 | galactose oxidase | protein | length=681,-,-,Y (0.864),Non-effector
FOXG_21887 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=631,-,-,Y (0.769),Non-effector
FOXG_15404 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=387,-,-,Y (0.831),Non-effector
FOXG_09557 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=199,-,Y (0.736),-,Apoplastic effector
FOXG_16487 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=355,-,Y (0.596),-,Apoplastic effector
FOXG_14715 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=586,-,-,Y (0.515),Non-effector
FOXG_13704 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=324,-,-,Y (0.616),Non-effector
FOXG_17095 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=641,-,-,Y (0.934),Non-effector
FOXG_13794 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1397,-,-,Y (0.889),Non-effector
FOXG_01284 | Fusarium oxysporum f. sp. lycopersici 4287 | cerevisin | protein | length=532,-,-,Y (0.511),Non-effector
FOXG_12472 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=248,-,-,Y (0.542),Non-effector
FOXG_11741 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=242,-,-,Y (0.714),Non-effector
FOXG_05608 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=391,Y (0.685),-,-,Cytoplasmic effector
FOXG_13359 | Fusarium oxysporum f. sp. lycopersici 4287 | alkaline phosphatase | protein | length=635,-,-,Y (0.798),Non-effector
FOXG_11853 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=392,-,-,Y (0.677),Non-effector
FOXG_14658 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=117,-,-,Y (0.613),Non-effector
"FOXG_11642 | Fusarium oxysporum f. sp. lycopersici 4287 | endo-1,3(4)-beta-glucanase | protein | length=286",-,-,Y (0.708),Non-effector
FOXG_06334 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=391,-,-,Y (0.596),Non-effector
FOXG_15796 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=173,Y (0.873),-,-,Cytoplasmic effector
FOXG_01791 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=463,-,-,Y (0.783),Non-effector
FOXG_03200 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=505,-,-,Y (0.864),Non-effector
FOXG_01233 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=638,-,-,Y (0.898),Non-effector
FOXG_22879 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=83,-,Y (0.796),-,Apoplastic effector
FOXG_13304 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=477,-,-,Y (0.862),Non-effector
FOXG_09849 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=783,-,-,Y (0.928),Non-effector
FOXG_11739 | Fusarium oxysporum f. sp. lycopersici 4287 | pectate lyase plyB | protein | length=324,-,-,Y (0.58),Non-effector
FOXG_17560 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=653,-,-,Y (0.931),Non-effector
FOXG_16057 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=539,-,-,Y (0.927),Non-effector
FOXG_05755 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=157,Y (0.746),Y (0.693),-,Cytoplasmic/apoplastic effector
FOXG_12963 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=384,-,-,Y (0.678),Non-effector
FOXG_03365 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=197,-,-,Y (0.719),Non-effector
FOXG_06618 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=185,Y (0.64),-,-,Cytoplasmic effector
FOXG_12752 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=416,-,-,Y (0.782),Non-effector
FOXG_17460 | Fusarium oxysporum f. sp. lycopersici 4287 | catalase-peroxidase | protein | length=181,-,-,Y (0.547),Non-effector
FOXG_15151 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1173,-,-,Y (0.866),Non-effector
FOXG_20212 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=176,-,Y (0.746),-,Apoplastic effector
"FOXG_10637 | Fusarium oxysporum f. sp. lycopersici 4287 | endo-1,3(4)-beta-glucanase | protein | length=281",-,-,Y (0.873),Non-effector
FOXG_17223 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=263,-,-,Y (0.729),Non-effector
FOXG_13721 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=139,-,Y (0.91),-,Apoplastic effector
FOXG_13010 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=495,-,-,Y (0.833),Non-effector
